S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3231,19/06/2020,Rajasthan,13857,2792,10742,323
3232,20/06/2020,Rajasthan,14156,2826,10997,333
3233,21/06/2020,Rajasthan,14536,2925,11274,337
3234,22/06/2020,Rajasthan,14930,2984,11597,349
3235,23/06/2020,Rajasthan,15232,2966,11910,356
3236,24/06/2020,Rajasthan,15627,3049,12213,365
3237,25/06/2020,Rajasthan,16009,3023,12611,375
3238,26/06/2020,Rajasthan,16296,3077,12840,379
3239,27/06/2020,Rajasthan,16660,3218,13062,380
3240,28/06/2020,Rajasthan,16944,3186,13367,391
3241,29/06/2020,Rajasthan,17271,3261,13611,399
3242,30/06/2020,Rajasthan,17660,3637,13618,405
3243,01/07/2020,Rajasthan,18014,3381,14220,413
3244,02/07/2020,Rajasthan,18312,3317,14574,421
3245,03/07/2020,Rajasthan,18662,3284,14948,430
3246,04/07/2020,Rajasthan,19052,3331,15281,440
3247,05/07/2020,Rajasthan,19532,3445,15640,447
3248,06/07/2020,Rajasthan,20164,3780,15928,456
3249,07/07/2020,Rajasthan,20688,3949,16278,461
3250,08/07/2020,Rajasthan,21404,4357,16575,472
3251,09/07/2020,Rajasthan,22063,4715,16866,482
3252,10/07/2020,Rajasthan,22563,5002,17070,491
3253,11/07/2020,Rajasthan,23174,5057,17620,497
3254,12/07/2020,Rajasthan,23748,5376,17869,503
3255,13/07/2020,Rajasthan,24392,5779,18103,510
3256,24/05/2020,Sikkim,1,1,0,0
3257,25/05/2020,Sikkim,1,1,0,0
3258,26/05/2020,Sikkim,1,1,0,0
3259,27/05/2020,Sikkim,1,1,0,0
3260,28/05/2020,Sikkim,1,1,0,0
3261,29/05/2020,Sikkim,1,1,0,0
3262,30/05/2020,Sikkim,1,1,0,0
3263,31/05/2020,Sikkim,1,1,0,0
3264,01/06/2020,Sikkim,1,1,0,0
3265,02/06/2020,Sikkim,1,1,0,0
3266,03/06/2020,Sikkim,1,1,0,0
3267,04/06/2020,Sikkim,2,2,0,0
3268,05/06/2020,Sikkim,2,2,0,0
3269,06/06/2020,Sikkim,3,3,0,0
3270,07/06/2020,Sikkim,7,7,0,0
3271,08/06/2020,Sikkim,7,7,0,0
3272,09/06/2020,Sikkim,7,7,0,0
3273,10/06/2020,Sikkim,13,13,0,0
3274,11/06/2020,Sikkim,13,13,0,0
3275,12/06/2020,Sikkim,14,12,2,0
3276,13/06/2020,Sikkim,63,61,2,0
3277,14/06/2020,Sikkim,63,59,4,0
3278,15/06/2020,Sikkim,68,64,4,0
3279,16/06/2020,Sikkim,68,64,4,0
3280,17/06/2020,Sikkim,70,66,4,0
3281,18/06/2020,Sikkim,70,66,4,0
3282,19/06/2020,Sikkim,70,65,5,0
3283,20/06/2020,Sikkim,70,65,5,0
3284,21/06/2020,Sikkim,70,45,25,0
3285,22/06/2020,Sikkim,78,53,25,0
3286,23/06/2020,Sikkim,78,49,29,0
3287,24/06/2020,Sikkim,79,50,29,0
3288,25/06/2020,Sikkim,84,45,39,0
3289,26/06/2020,Sikkim,85,46,39,0
3290,27/06/2020,Sikkim,86,47,39,0
3291,28/06/2020,Sikkim,87,41,46,0
3292,29/06/2020,Sikkim,88,39,49,0
3293,30/06/2020,Sikkim,88,38,50,0
3294,01/07/2020,Sikkim,89,37,52,0
3295,02/07/2020,Sikkim,101,48,53,0
3296,03/07/2020,Sikkim,102,49,53,0
3297,04/07/2020,Sikkim,102,49,53,0
3298,05/07/2020,Sikkim,103,45,58,0
3299,06/07/2020,Sikkim,123,62,61,0
3300,07/07/2020,Sikkim,125,60,65,0
3301,08/07/2020,Sikkim,125,55,70,0
3302,09/07/2020,Sikkim,133,62,71,0
3303,10/07/2020,Sikkim,134,62,72,0
3304,11/07/2020,Sikkim,134,54,80,0
3305,12/07/2020,Sikkim,151,71,80,0
3306,13/07/2020,Sikkim,153,72,81,0
3307,12/03/2020,State assignment pending,0,0,0,0
3308,13/03/2020,State assignment pending,0,0,0,0
3309,14/03/2020,State assignment pending,0,0,0,0
3310,15/03/2020,State assignment pending,0,0,0,0
3311,16/03/2020,State assignment pending,0,0,0,0
3312,17/03/2020,State assignment pending,0,0,0,0
3313,18/03/2020,State assignment pending,0,0,0,0
3314,19/03/2020,State assignment pending,0,0,0,0
3315,20/03/2020,State assignment pending,0,0,0,0
3316,21/03/2020,State assignment pending,0,0,0,0
3317,22/03/2020,State assignment pending,0,0,0,0
3318,23/03/2020,State assignment pending,0,0,0,0
3319,24/03/2020,State assignment pending,0,0,0,0
3320,25/03/2020,State assignment pending,0,0,0,0
3321,26/03/2020,State assignment pending,0,0,0,0
3322,27/03/2020,State assignment pending,0,0,0,0
3323,28/03/2020,State assignment pending,0,0,0,0
3324,29/03/2020,State assignment pending,0,0,0,0
3325,30/03/2020,State assignment pending,0,0,0,0
3326,31/03/2020,State assignment pending,38,38,0,0
3327,03/04/2020,State assignment pending,18,18,,
3328,01/05/2020,State assignment pending,291,291,0,0
3329,02/05/2020,State assignment pending,179,179,0,0
3330,03/05/2020,State assignment pending,124,124,0,0
3331,16/05/2020,State assignment pending,230,230,0,0
3332,17/05/2020,State assignment pending,290,290,0,0
3333,18/05/2020,State assignment pending,410,410,0,0
3334,19/05/2020,State assignment pending,814,814,0,0
3335,20/05/2020,State assignment pending,1096,1096,0,0
3336,21/05/2020,State assignment pending,1403,1403,0,0
3337,22/05/2020,State assignment pending,1620,1620,0,0
3338,23/05/2020,State assignment pending,1899,1899,0,0
3339,24/05/2020,State assignment pending,2338,2338,0,0
3340,25/05/2020,State assignment pending,2642,2642,0,0
3341,26/05/2020,State assignment pending,2970,2970,0,0
3342,27/05/2020,State assignment pending,4013,4013,0,0
3343,28/05/2020,State assignment pending,4332,4332,0,0
3344,29/05/2020,State assignment pending,4673,4673,0,0
3345,30/05/2020,State assignment pending,5043,5043,0,0
3346,31/05/2020,State assignment pending,5491,5491,0,0
3347,01/06/2020,State assignment pending,5630,5630,0,0
3348,02/06/2020,State assignment pending,6414,6414,0,0
3349,03/06/2020,State assignment pending,7123,7123,0,0
3350,04/06/2020,State assignment pending,7483,7483,0,0
3351,05/06/2020,State assignment pending,7610,7610,0,0
3352,06/06/2020,State assignment pending,8192,8192,0,0
3353,07/06/2020,State assignment pending,8605,8605,0,0
3354,08/06/2020,State assignment pending,9189,9189,0,0
3355,09/06/2020,State assignment pending,8803,8803,0,0
3356,10/06/2020,State assignment pending,9227,9227,0,0
3357,11/06/2020,State assignment pending,8931,8931,0,0
3358,12/06/2020,State assignment pending,8315,8315,0,0
3359,13/06/2020,State assignment pending,7984,7984,0,0
3360,14/06/2020,State assignment pending,7436,7436,0,0
3361,15/06/2020,State assignment pending,6972,6972,0,0
3362,16/06/2020,State assignment pending,7684,7684,0,0
3363,17/06/2020,State assignment pending,8273,8273,0,0
3364,18/06/2020,State assignment pending,8703,8703,0,0
3365,19/06/2020,State assignment pending,8927,8927,0,0
3366,20/06/2020,State assignment pending,9265,9265,0,0
3367,21/06/2020,State assignment pending,9127,9127,0,0
3368,22/06/2020,State assignment pending,7832,7832,0,0
3369,23/06/2020,State assignment pending,8015,8015,0,0
3370,24/06/2020,State assignment pending,8141,8141,0,0
3371,25/06/2020,State assignment pending,8493,8493,0,0
3372,26/06/2020,State assignment pending,8123,8123,0,0
3373,27/06/2020,State assignment pending,8023,8023,0,0
3374,28/06/2020,State assignment pending,7839,7839,0,0
3375,29/06/2020,State assignment pending,7285,7285,0,0
3376,30/06/2020,State assignment pending,7004,7004,0,0
3377,01/07/2020,State assignment pending,6915,6915,0,0
3378,02/07/2020,State assignment pending,6832,6832,0,0
3379,03/07/2020,State assignment pending,6031,6031,0,0
3380,04/07/2020,State assignment pending,4999,4999,0,0
3381,05/07/2020,State assignment pending,4629,4629,0,0
3382,06/07/2020,State assignment pending,4913,4913,0,0
3383,07/07/2020,State assignment pending,5034,5034,0,0
3384,08/07/2020,State assignment pending,5018,5018,0,0
3385,09/07/2020,State assignment pending,4385,4385,0,0
3386,10/07/2020,State assignment pending,4161,4161,0,0
3387,11/07/2020,State assignment pending,3416,3416,0,0
3388,12/07/2020,State assignment pending,3024,3024,0,0
3389,13/07/2020,State assignment pending,2358,2358,0,0
3390,12/03/2020,Tamil Nadu,1,1,0,0
3391,13/03/2020,Tamil Nadu,1,1,0,0
3392,14/03/2020,Tamil Nadu,1,1,0,0
3393,15/03/2020,Tamil Nadu,1,1,0,0
3394,16/03/2020,Tamil Nadu,1,1,0,0
3395,17/03/2020,Tamil Nadu,1,1,0,0
3396,18/03/2020,Tamil Nadu,1,1,0,0
3397,19/03/2020,Tamil Nadu,2,1,1,0
3398,20/03/2020,Tamil Nadu,3,2,1,0
3399,21/03/2020,Tamil Nadu,3,2,1,0
3400,22/03/2020,Tamil Nadu,7,6,1,0
3401,23/03/2020,Tamil Nadu,9,8,1,0
3402,24/03/2020,Tamil Nadu,12,11,1,0
3403,25/03/2020,Tamil Nadu,15,14,1,0
3404,26/03/2020,Tamil Nadu,26,24,1,1
3405,27/03/2020,Tamil Nadu,29,27,1,1
3406,28/03/2020,Tamil Nadu,40,37,2,1
3407,29/03/2020,Tamil Nadu,42,39,2,1
3408,30/03/2020,Tamil Nadu,50,45,4,1
3409,31/03/2020,Tamil Nadu,74,69,4,1
3410,01/04/2020,Tamil Nadu,124,119,4,1
3411,02/04/2020,Tamil Nadu,234,227,6,1
3412,03/04/2020,Tamil Nadu,309,302,6,1
3413,04/04/2020,Tamil Nadu,411,404,6,1
3414,05/04/2020,Tamil Nadu,485,476,6,3
3415,06/04/2020,Tamil Nadu,571,558,8,5
3416,07/04/2020,Tamil Nadu,621,608,8,5
3417,08/04/2020,Tamil Nadu,690,664,19,7
3418,09/04/2020,Tamil Nadu,738,709,21,8
3419,10/04/2020,Tamil Nadu,834,805,21,8
3420,11/04/2020,Tamil Nadu,911,859,44,8
3421,12/04/2020,Tamil Nadu,969,915,44,10
3422,13/04/2020,Tamil Nadu,1075,1014,50,11
3423,14/04/2020,Tamil Nadu,1173,1104,58,11
3424,15/04/2020,Tamil Nadu,1204,1111,81,12
3425,16/04/2020,Tamil Nadu,1242,1110,118,14
3426,17/04/2020,Tamil Nadu,1267,1072,180,15
3427,18/04/2020,Tamil Nadu,1323,1025,283,15
3428,19/04/2020,Tamil Nadu,1372,992,365,15
3429,20/04/2020,Tamil Nadu,1477,1051,411,15
3430,21/04/2020,Tamil Nadu,1520,1046,457,17
3431,22/04/2020,Tamil Nadu,1596,943,635,18
3432,23/04/2020,Tamil Nadu,1629,949,662,18
3433,24/04/2020,Tamil Nadu,1683,911,752,20
3434,25/04/2020,Tamil Nadu,1755,867,866,22
3435,26/04/2020,Tamil Nadu,1821,838,960,23
3436,27/04/2020,Tamil Nadu,1885,841,1020,24
3437,28/04/2020,Tamil Nadu,1937,812,1101,24
3438,29/04/2020,Tamil Nadu,2058,865,1168,25
3439,30/04/2020,Tamil Nadu,2162,925,1210,27
3440,01/05/2020,Tamil Nadu,2323,1038,1258,27
3441,02/05/2020,Tamil Nadu,2526,1186,1312,28
3442,03/05/2020,Tamil Nadu,2757,1387,1341,29
3443,04/05/2020,Tamil Nadu,3023,1614,1379,30
3444,05/05/2020,Tamil Nadu,3550,2110,1409,31
3445,06/05/2020,Tamil Nadu,4058,2540,1485,33
3446,07/05/2020,Tamil Nadu,4829,3278,1516,35
3447,08/05/2020,Tamil Nadu,5409,3825,1547,37
3448,09/05/2020,Tamil Nadu,6009,4364,1605,40
3449,10/05/2020,Tamil Nadu,6535,4667,1824,44
3450,11/05/2020,Tamil Nadu,7204,5198,1959,47
3451,12/05/2020,Tamil Nadu,8002,5898,2051,53
3452,13/05/2020,Tamil Nadu,8718,6523,2134,61
3453,14/05/2020,Tamil Nadu,9227,6987,2176,64
3454,15/05/2020,Tamil Nadu,9674,7368,2240,66
3455,16/05/2020,Tamil Nadu,10108,7438,2599,71
3456,17/05/2020,Tamil Nadu,10585,6973,3538,74
3457,18/05/2020,Tamil Nadu,11224,6974,4172,78
3458,19/05/2020,Tamil Nadu,11760,7273,4406,81
3459,20/05/2020,Tamil Nadu,12448,7469,4895,84
3460,21/05/2020,Tamil Nadu,13191,7222,5882,87
3461,22/05/2020,Tamil Nadu,13967,7591,6282,94
3462,23/05/2020,Tamil Nadu,14753,7527,7128,98
3463,24/05/2020,Tamil Nadu,15512,7918,7491,103
3464,25/05/2020,Tamil Nadu,16277,7842,8324,111
3465,26/05/2020,Tamil Nadu,17082,8233,8731,118
3466,27/05/2020,Tamil Nadu,17728,8259,9342,127
3467,28/05/2020,Tamil Nadu,18545,8503,9909,133
3468,29/05/2020,Tamil Nadu,19372,8679,10548,145
3469,30/05/2020,Tamil Nadu,20246,8779,11313,154
3470,31/05/2020,Tamil Nadu,21184,9024,12000,160
3471,01/06/2020,Tamil Nadu,22333,9403,12757,173
3472,02/06/2020,Tamil Nadu,23495,10141,13170,184
3473,03/06/2020,Tamil Nadu,24586,10683,13706,197
3474,04/06/2020,Tamil Nadu,25872,11348,14316,208
3475,05/06/2020,Tamil Nadu,27256,12134,14902,220
3476,06/06/2020,Tamil Nadu,28694,12700,15762,232
3477,07/06/2020,Tamil Nadu,30152,13506,16395,251
3478,08/06/2020,Tamil Nadu,31667,14399,16999,269
3479,09/06/2020,Tamil Nadu,33229,15416,17527,286
3480,10/06/2020,Tamil Nadu,34914,16282,18325,307
3481,11/06/2020,Tamil Nadu,36841,17182,19333,326
3482,12/06/2020,Tamil Nadu,38716,17662,20705,349
3483,13/06/2020,Tamil Nadu,40698,18284,22047,367
3484,14/06/2020,Tamil Nadu,42687,18881,23409,397
3485,15/06/2020,Tamil Nadu,44661,19679,24547,435
3486,16/06/2020,Tamil Nadu,46504,20681,25344,479
3487,17/06/2020,Tamil Nadu,48019,20709,26782,528
3488,18/06/2020,Tamil Nadu,50193,21993,27624,576
3489,19/06/2020,Tamil Nadu,52334,23068,28641,625
3490,20/06/2020,Tamil Nadu,54449,23512,30271,666
3491,21/06/2020,Tamil Nadu,56845,24825,31316,704
3492,22/06/2020,Tamil Nadu,59377,25866,32754,757
3493,23/06/2020,Tamil Nadu,62087,27181,34112,794
3494,24/06/2020,Tamil Nadu,64603,28431,35339,833
3495,25/06/2020,Tamil Nadu,67468,28839,37763,866
3496,26/06/2020,Tamil Nadu,70977,30067,39999,911
3497,27/06/2020,Tamil Nadu,74622,32308,41357,957
3498,28/06/2020,Tamil Nadu,78335,33216,44094,1025
3499,29/06/2020,Tamil Nadu,82275,35659,45537,1079
3500,30/06/2020,Tamil Nadu,86224,37334,47749,1141
3501,01/07/2020,Tamil Nadu,90167,38892,50074,1201
3502,02/07/2020,Tamil Nadu,94049,39859,52926,1264
3503,03/07/2020,Tamil Nadu,98392,41050,56021,1321
3504,04/07/2020,Tamil Nadu,102721,42958,58378,1385
3505,05/07/2020,Tamil Nadu,107001,44959,60592,1450
3506,06/07/2020,Tamil Nadu,111151,46863,62778,1510
3507,07/07/2020,Tamil Nadu,114978,46836,66571,1571
3508,08/07/2020,Tamil Nadu,118594,45842,71116,1636
3509,09/07/2020,Tamil Nadu,122350,46483,74167,1700
3510,10/07/2020,Tamil Nadu,126581,46655,78161,1765
3511,11/07/2020,Tamil Nadu,130261,46108,82324,1829
3512,12/07/2020,Tamil Nadu,134226,46413,85915,1898
3513,13/07/2020,Tamil Nadu,138470,46972,89532,1966
3514,12/03/2020,Telangana,1,1,0,0
3515,13/03/2020,Telangana,1,1,0,0
3516,14/03/2020,Telangana,1,1,0,0
3517,15/03/2020,Telangana,3,2,1,0
3518,16/03/2020,Telangana,3,2,1,0
3519,17/03/2020,Telangana,5,4,1,0
3520,18/03/2020,Telangana,5,4,1,0
3521,19/03/2020,Telangana,6,5,1,0
3522,20/03/2020,Telangana,16,15,1,0
3523,21/03/2020,Telangana,19,18,1,0
3524,22/03/2020,Telangana,22,21,1,0
3525,23/03/2020,Telangana,32,31,1,0
3526,24/03/2020,Telangana,32,31,1,0
3527,25/03/2020,Telangana,35,34,1,0
3528,26/03/2020,Telangana,41,40,1,0
3529,27/03/2020,Telangana,45,44,1,0
3530,28/03/2020,Telangana,56,55,1,0
3531,29/03/2020,Telangana,66,64,1,1
3532,30/03/2020,Telangana,69,67,1,1
3533,31/03/2020,Telangana,79,77,1,1
3534,01/04/2020,Telangana,94,90,1,3
3535,02/04/2020,Telangana,96,92,1,3
3536,03/04/2020,Telangana,107,103,1,3
3537,04/04/2020,Telangana,158,150,1,7
3538,05/04/2020,Telangana,269,230,32,7
3539,06/04/2020,Telangana,321,280,34,7
3540,07/04/2020,Telangana,321,280,34,7
3541,08/04/2020,Telangana,364,322,35,7
3542,09/04/2020,Telangana,427,385,35,7
3543,10/04/2020,Telangana,442,400,35,7
3544,11/04/2020,Telangana,473,423,43,7
3545,12/04/2020,Telangana,504,452,43,9
3546,13/04/2020,Telangana,504,452,43,9
3547,14/04/2020,Telangana,562,446,100,16
3548,15/04/2020,Telangana,624,507,100,17
3549,16/04/2020,Telangana,647,509,120,18
3550,17/04/2020,Telangana,700,496,186,18
3551,18/04/2020,Telangana,766,562,186,18
3552,19/04/2020,Telangana,809,605,186,18
3553,20/04/2020,Telangana,844,640,186,18
3554,21/04/2020,Telangana,873,660,190,23
3555,22/04/2020,Telangana,928,711,194,23
3556,23/04/2020,Telangana,945,728,194,23
3557,24/04/2020,Telangana,960,739,197,24
3558,25/04/2020,Telangana,984,705,253,26
3559,26/04/2020,Telangana,991,685,280,26
3560,27/04/2020,Telangana,1002,696,280,26
3561,28/04/2020,Telangana,1004,657,321,26
3562,29/04/2020,Telangana,1004,657,321,26
3563,30/04/2020,Telangana,1012,619,367,26
3564,01/05/2020,Telangana,1038,615,397,26
3565,02/05/2020,Telangana,1039,572,441,26
3566,03/05/2020,Telangana,1063,577,458,28
3567,04/05/2020,Telangana,1082,563,490,29
3568,05/05/2020,Telangana,1085,471,585,29
3569,06/05/2020,Telangana,1096,482,585,29
3570,07/05/2020,Telangana,1107,450,628,29
3571,08/05/2020,Telangana,1123,444,650,29
3572,09/05/2020,Telangana,1133,404,700,29
3573,10/05/2020,Telangana,1163,383,750,30
3574,11/05/2020,Telangana,1196,416,750,30
3575,12/05/2020,Telangana,1275,445,800,30
3576,13/05/2020,Telangana,1326,464,830,32
3577,14/05/2020,Telangana,1367,393,940,34
3578,15/05/2020,Telangana,1414,430,950,34
3579,16/05/2020,Telangana,1454,461,959,34
3580,17/05/2020,Telangana,1509,504,971,34
3581,18/05/2020,Telangana,1551,525,992,34
3582,19/05/2020,Telangana,1597,562,1000,35
3583,20/05/2020,Telangana,1634,586,1010,38
3584,21/05/2020,Telangana,1661,606,1015,40
3585,22/05/2020,Telangana,1699,619,1035,45
3586,23/05/2020,Telangana,1761,673,1043,45
3587,24/05/2020,Telangana,1813,699,1065,49
3588,25/05/2020,Telangana,1854,711,1090,53
3589,26/05/2020,Telangana,1920,700,1164,56
3590,27/05/2020,Telangana,1991,650,1284,57
3591,28/05/2020,Telangana,2098,751,1284,63
3592,29/05/2020,Telangana,2256,844,1345,67
3593,30/05/2020,Telangana,2425,973,1381,71
3594,31/05/2020,Telangana,2499,1010,1412,77
3595,01/06/2020,Telangana,2698,1188,1428,82
3596,02/06/2020,Telangana,2792,1213,1491,88
3597,03/06/2020,Telangana,2891,1273,1526,92
3598,04/06/2020,Telangana,3020,1365,1556,99
3599,05/06/2020,Telangana,3147,1455,1587,105
3600,06/06/2020,Telangana,3290,1550,1627,113
3601,07/06/2020,Telangana,3496,1663,1710,123
3602,08/06/2020,Telangana,3580,1747,1710,123
3603,09/06/2020,Telangana,3650,1803,1710,137
3604,10/06/2020,Telangana,3920,1963,1809,148
3605,11/06/2020,Telangana,4111,2138,1817,156
3606,12/06/2020,Telangana,4320,2162,1993,165
3607,13/06/2020,Telangana,4484,2032,2278,174
3608,14/06/2020,Telangana,4737,2203,2352,182
3609,15/06/2020,Telangana,4974,2412,2377,185
3610,16/06/2020,Telangana,5193,2240,2766,187
3611,17/06/2020,Telangana,5406,2188,3027,191
3612,18/06/2020,Telangana,5675,2412,3071,192
3613,19/06/2020,Telangana,6027,2531,3301,195
3614,20/06/2020,Telangana,6526,2975,3353,198
3615,21/06/2020,Telangana,7072,3363,3506,203
3616,22/06/2020,Telangana,7802,3861,3731,210
3617,23/06/2020,Telangana,8674,4452,4005,217
3618,24/06/2020,Telangana,9553,5109,4224,220
3619,25/06/2020,Telangana,10444,5858,4361,225
3620,26/06/2020,Telangana,11364,6446,4688,230
3621,27/06/2020,Telangana,12349,7346,4766,237
3622,28/06/2020,Telangana,13436,8265,4928,243
3623,29/06/2020,Telangana,14419,9000,5172,247
3624,30/06/2020,Telangana,15394,9559,5582,253
3625,01/07/2020,Telangana,16339,8785,7294,260
3626,02/07/2020,Telangana,17357,9008,8082,267
3627,03/07/2020,Telangana,18570,9226,9069,275
3628,04/07/2020,Telangana,20462,9984,10195,283
3629,05/07/2020,Telangana,22312,10487,11537,288
3630,06/07/2020,Telangana,23902,10904,12703,295
3631,07/07/2020,Telangana,25733,10646,14781,306
3632,08/07/2020,Telangana,27612,11012,16287,313
3633,09/07/2020,Telangana,29536,11933,17279,324
3634,10/07/2020,Telangana,30946,12423,18192,331
3635,11/07/2020,Telangana,32224,12680,19205,339
3636,12/07/2020,Telangana,33402,12135,20919,348
3637,13/07/2020,Telangana,34671,11833,22482,356
3638,07/04/2020,Tripura,1,1,0,0
3639,08/04/2020,Tripura,1,1,0,0
3640,09/04/2020,Tripura,1,1,0,0
3641,10/04/2020,Tripura,1,1,0,0
3642,11/04/2020,Tripura,1,1,0,0
3643,12/04/2020,Tripura,2,2,0,0
3644,13/04/2020,Tripura,2,2,0,0
3645,14/04/2020,Tripura,2,2,0,0
3646,15/04/2020,Tripura,2,2,0,0
3647,16/04/2020,Tripura,2,1,1,0
3648,17/04/2020,Tripura,2,1,1,0
3649,18/04/2020,Tripura,2,1,1,0
3650,19/04/2020,Tripura,2,1,1,0
3651,20/04/2020,Tripura,2,1,1,0
3652,21/04/2020,Tripura,2,1,1,0
3653,22/04/2020,Tripura,2,1,1,0
3654,23/04/2020,Tripura,2,1,1,0
3655,24/04/2020,Tripura,2,1,1,0
3656,25/04/2020,Tripura,2,1,1,0
3657,26/04/2020,Tripura,2,0,2,0
3658,27/04/2020,Tripura,2,0,2,0
3659,28/04/2020,Tripura,2,0,2,0
3660,29/04/2020,Tripura,2,0,2,0
3661,30/04/2020,Tripura,2,0,2,0
3662,01/05/2020,Tripura,2,0,2,0
3663,02/05/2020,Tripura,2,0,2,0
3664,03/05/2020,Tripura,4,2,2,0
3665,04/05/2020,Tripura,16,14,2,0
3666,05/05/2020,Tripura,29,27,2,0
3667,06/05/2020,Tripura,43,41,2,0
3668,07/05/2020,Tripura,43,41,2,0
3669,08/05/2020,Tripura,65,63,2,0
3670,09/05/2020,Tripura,118,116,2,0
3671,10/05/2020,Tripura,134,132,2,0
3672,11/05/2020,Tripura,150,148,2,0
3673,12/05/2020,Tripura,152,150,2,0
3674,13/05/2020,Tripura,154,152,2,0
3675,14/05/2020,Tripura,155,139,16,0
3676,15/05/2020,Tripura,156,127,29,0
3677,16/05/2020,Tripura,156,114,42,0
3678,17/05/2020,Tripura,167,103,64,0
3679,18/05/2020,Tripura,167,82,85,0
3680,19/05/2020,Tripura,167,82,85,0
3681,20/05/2020,Tripura,173,57,116,0
3682,21/05/2020,Tripura,173,40,133,0
3683,22/05/2020,Tripura,173,25,148,0
3684,23/05/2020,Tripura,175,23,152,0
3685,24/05/2020,Tripura,189,36,153,0
3686,25/05/2020,Tripura,191,26,165,0
3687,26/05/2020,Tripura,194,29,165,0
3688,27/05/2020,Tripura,207,42,165,0
3689,28/05/2020,Tripura,230,65,165,0
3690,29/05/2020,Tripura,242,75,167,0
3691,30/05/2020,Tripura,251,80,171,0
3692,31/05/2020,Tripura,268,96,172,0
3693,01/06/2020,Tripura,313,140,173,0
3694,02/06/2020,Tripura,420,247,173,0
3695,03/06/2020,Tripura,468,295,173,0
3696,04/06/2020,Tripura,468,295,173,0
3697,05/06/2020,Tripura,644,471,173,0
3698,06/06/2020,Tripura,692,519,173,0
3699,07/06/2020,Tripura,747,574,173,0
3700,08/06/2020,Tripura,800,608,192,0
3701,09/06/2020,Tripura,838,646,192,0
3702,10/06/2020,Tripura,864,671,192,1
3703,11/06/2020,Tripura,895,655,239,1
3704,12/06/2020,Tripura,913,634,278,1
3705,13/06/2020,Tripura,961,682,278,1
3706,14/06/2020,Tripura,1046,730,315,1
3707,15/06/2020,Tripura,1076,760,315,1
3708,16/06/2020,Tripura,1086,652,433,1
3709,17/06/2020,Tripura,1092,658,433,1
3710,18/06/2020,Tripura,1135,578,556,1
3711,19/06/2020,Tripura,1155,515,639,1
3712,20/06/2020,Tripura,1178,520,657,1
3713,21/06/2020,Tripura,1186,505,680,1
3714,22/06/2020,Tripura,1221,461,759,1
3715,23/06/2020,Tripura,1237,454,782,1
3716,24/06/2020,Tripura,1259,451,807,1
3717,25/06/2020,Tripura,1259,361,897,1
3718,26/06/2020,Tripura,1290,270,1019,1
3719,27/06/2020,Tripura,1325,269,1055,1
3720,28/06/2020,Tripura,1334,262,1071,1
3721,29/06/2020,Tripura,1346,266,1079,1
3722,30/06/2020,Tripura,1380,294,1085,1
3723,01/07/2020,Tripura,1388,301,1086,1
3724,02/07/2020,Tripura,1396,302,1093,1
3725,03/07/2020,Tripura,1435,288,1146,1
3726,04/07/2020,Tripura,1525,325,1199,1
3727,05/07/2020,Tripura,1546,343,1202,1
3728,06/07/2020,Tripura,1568,365,1202,1
3729,07/07/2020,Tripura,1680,460,1219,1
3730,08/07/2020,Tripura,1704,455,1248,1
3731,09/07/2020,Tripura,1761,436,1324,1
3732,10/07/2020,Tripura,1776,437,1338,1
3733,11/07/2020,Tripura,1918,545,1372,1
3734,12/07/2020,Tripura,1949,572,1375,2
3735,13/07/2020,Tripura,2054,631,1421,2
3736,12/03/2020,Uttar Pradesh,11,11,0,0
3737,13/03/2020,Uttar Pradesh,11,11,0,0
3738,14/03/2020,Uttar Pradesh,12,7,5,0
3739,15/03/2020,Uttar Pradesh,12,8,4,0
3740,16/03/2020,Uttar Pradesh,13,9,4,0
3741,17/03/2020,Uttar Pradesh,15,10,5,0
3742,18/03/2020,Uttar Pradesh,16,11,5,0
3743,19/03/2020,Uttar Pradesh,17,12,5,0
3744,20/03/2020,Uttar Pradesh,19,10,9,0
3745,21/03/2020,Uttar Pradesh,24,15,9,0
3746,22/03/2020,Uttar Pradesh,27,18,9,0
3747,23/03/2020,Uttar Pradesh,31,22,9,0
3748,24/03/2020,Uttar Pradesh,33,24,9,0
3749,25/03/2020,Uttar Pradesh,33,22,11,0
3750,26/03/2020,Uttar Pradesh,37,26,11,0
3751,27/03/2020,Uttar Pradesh,41,30,11,0
3752,28/03/2020,Uttar Pradesh,55,44,11,0
3753,29/03/2020,Uttar Pradesh,55,44,11,0
3754,30/03/2020,Uttar Pradesh,75,64,11,0
3755,31/03/2020,Uttar Pradesh,101,87,14,0
3756,01/04/2020,Uttar Pradesh,103,89,14,0
3757,02/04/2020,Uttar Pradesh,113,97,14,2
3758,03/04/2020,Uttar Pradesh,113,97,14,2
3759,04/04/2020,Uttar Pradesh,174,153,19,2
3760,05/04/2020,Uttar Pradesh,227,206,19,2
3761,06/04/2020,Uttar Pradesh,227,206,19,2
3762,07/04/2020,Uttar Pradesh,305,281,21,3
3763,08/04/2020,Uttar Pradesh,326,302,21,3
3764,09/04/2020,Uttar Pradesh,361,330,27,4
3765,10/04/2020,Uttar Pradesh,410,375,31,4
3766,11/04/2020,Uttar Pradesh,431,395,32,4
3767,12/04/2020,Uttar Pradesh,452,402,45,5
